id,name,translation,parent_id
34429,Labour standards,Normas de trabajo,37080
34430,Labour statistics,Estadísticas del trabajo,36257
34431,Labour supply,Oferta de mano de obra,
34433,Laes,SELA,31815
34434,Lafta,ALALC,
34435,Laia,ALADI,
34436,Lakes,Lagos,34190
34437,Land,Tierra,31940
34438,Land acquisition,Adquisición de tierras,
34439,Land allotment,Parcelación de la tierra,
34440,Land capability,Potencial de la tierra,31733
34441,Land development,Desarrollo de la tierra,31710
34443,Land economics,Economía de la tierra,33089
34444,Land forms,Formas terrestres,
34445,Land nationalization,Nacionalización de la tierra,32840
34446,Land ownership,Propiedad de la tierra,34453
34447,Land reclamation,Recuperación de tierras,
34448,Land reform,Reforma de tenencia de la tierra,
34449,Land rent,Renta de la tierra,35797
34450,Land settlement,Colonización rural,
34451,Land speculation,Especulación inmobiliaria,
34453,Land tenure,Tenencia de la tierra,
34454,Land transport,Transporte terrestre,34884
34455,Land use,Uso de la tierra,35888
34457,Landless,Personas sin tierras,
34458,Landlocked countries,Países sin litoral,
34459,Landowners,Terratenientes,32441
34460,Landscape protection,Protección del paisaje,33268
34461,Landscaping,paisajismo,
34462,Language barrier,Barrera lingüística,32478
34463,Language laboratories,Laboratorios de idiomas,36557
34464,Language minorities,Minorías lingüísticas,34874
34465,Language teaching,Enseñanza de idiomas,
34466,Languages,Lenguas,
34467,Laos,Laos,36328
34468,Lappic language,Lengua lapona,36852
34469,Lasers,Rayos láser,33173
34470,Latex,Látex,35423
34471,Latifundia,Latifundios,
34472,Latin america,América latina,31817
34473,Latin americans,Latinoamericanos,
34474,Latin language,Lengua latina,34080
34476,Law,Derecho,
34478,Law of the sea,Derecho del mar,34252
34479,Lawyers,Abogados,35633
34480,Layoff,Suspensión laboral,
34482,Lead,Plomo,35064
34483,Leadership,Liderazgo,
34484,League of arab states,Liga de los estados árabes,31888
34485,Learning,Adquisición de conocimientos,
34486,Leasing,Arrendamiento financiero,32679
34487,Least developed countries,Países menos adelantados,32864
34488,Leather,Cuero,33890
34489,Leather goods,Artículos de cuero,
34490,Leather industry,Industria del cuero,31759
34491,Leave of absence,Permiso,
34492,Lebanese,Libaneses,
34493,Lebanon,Libano,31886
34495,Legal abortion,Aborto legal,31603
34496,Legal aid,Asistencia letrada,36256
34497,Legal aspects,Aspectos jurídicos,
34498,Legal protection,Protección legal,
34500,Legal sciences,Ciencias jurídicas,36254
34501,Legal status,Situación jurídica,
34502,Legislation,Legislación,
34503,Legislative power,Poder legislativo,35466
34504,Leguminosae,Leguminosas,36895
34505,Leishmaniasis,leishmaniasis,35271
34506,Leisure,Ocio,
34508,Lemons,Limones,32373
34509,Lentils,Lentejas,33772
34510,Leprosy,Lepra,34153
34511,Lesotho,lesotho,33243
34512,Lettish language,Lengua letona,36195
34513,Levels of education,Niveles de enseñanza,33139
34514,Liability,Responsabilidad legal,
34515,Liberalism,Liberalismo,33046
34516,Liberation,Liberación,
34517,Liberia,Liberia,33243
34518,Liberians,Liberianos,
34519,Librarians,Bibliotecarios,34182
34521,Libraries,Bibliotecas,34173
34522,Library automation,Automatización de bibliotecas,34523
34523,Library science,bibliotecologia,34172
34524,Libya,Libia,31886
34525,Libyans,Libios,
34526,Licence agreements,Convenios de licencias,
34527,Licences,Licencias,
34528,Licensing,Otorgamiento de licencias,
34529,Liechtenstein,Liechtenstein,37014
34530,Life,Vida,
34531,Life expectancy,Esperanza de vida,
34532,Life insurance,Seguro de vida,31620
34533,Life sciences,Ciencias de la vida,35000
34534,Life styles,Estilos de vida,
34535,Life tables,Tablas de mortalidad,
34536,Lifelong education,Educación permanente,31659
34537,Light industry,Industria ligera,32296
34538,Lignite,Lignito,32409
34539,Lime,Cal,32575
34540,Limits to growth,Límites al crecimiento,
34541,Linear programming,Programación lineal,
34542,Lingala language,Lengua lingala,32011
34543,Linguistics,Lingüística,36254
34544,Linguists,Lingüistas,36055
34545,Liquefaction,licuefaccion,34123
34546,Liquefied petroleum gas,Gas petrolífero licuado,34547
34547,Liquid fuels,Combustibles líquidos,35098
34548,Liquid wastes,Desechos líquidos,34144
34549,Liquidity,Liquidez,
34550,Lists of documents,Listas de documentos,
34551,Lists of participants,Listas de participantes,36077
34552,Literacy,Alfabetización,32017
34553,Literature,Literatura,35319
34554,Literature surveys,Artículos bibliográficos,36077
34555,Lithuanian language,Lengua lituana,34080
34556,Litigation,Litigio,
34557,Littoral zones,Zonas litorales,
34558,Liver,Hígado,32897
34559,Livestock,Ganado,37026
34561,Living conditions,Condiciones de vida,
34562,Loading,carguio,33838
34563,Loans,Prestamos,33477
34564,Lobbying,Cabildeo,
34565,Local currency,Moneda local,35869
34566,Local finance,Finanzas locales,35699
34567,Local government,Gobierno local,32306
34568,Local industry,Industria local,32296
34569,Local level,Plano local,
34570,Local planning,Planificación local,36749
34571,Local taxes,Impuestos locales,34566
34572,Location factors,Factores de localización,
34573,Location of industry,Localización industrial,
34574,Lockouts,Cierre patronal,
34575,Locomotives,Locomotoras,36728
34576,Locusts,Langostas,34199
34577,Logbara language,Lengua logbara,31682
34578,Logging,Explotación forestal,
34579,Logic,Lógica,
34580,Long term,Largo plazo,32991
34581,Long term unemployment,Desempleo a largo plazo,32745
34582,Long wave analysis,Análisis de ciclos de larga duración,
34584,Low cost housing,Vivienda barata,35952
34585,Low income,Bajos ingresos,35317
34586,Low skill jobs,Trabajos de poca destreza,
34587,Lower class,Clase baja,36220
34588,Lubricants,Lubricantes,35357
34589,Lumber,Madera aserrada,37052
34590,Luxembourg,Luxemburgo,37014
34591,Lymphatic system,Sistema linfático,
34592,Macau,MACAO,33005
34593,Macedonian language,Lengua macedonia,36195
34594,Machine tool industry,Industria de maquinas herramientas,34599
34595,Machine tools,Maquinas herramientas,34104
34596,Machine-aided translation,Traducción automática,36736
34597,Machine-readable data,Datos en idioma de maquina,
34598,Machinery,Maquinaria,32218
34599,Machinery industry,Industria mecánica,33879
34600,Machining,usinado,34123
34601,Macroeconomics,macroeconomia,33089
34602,Madagascar,Madagascar,33664
34603,Madeira,madeira,
34605,Maghreb,MAGREB,35077
34606,Magic,Magia,
34607,Magnesium,Magnesio,35064
34608,Magnetic discs,Discos magnéticos,31960
34609,Magnetic tapes,Cintas magnéticas,31960
34610,Mail,Correo,35532
34611,Mail surveys,Encuestas por correo,35999
34612,Maintenance and repair,Mantenimiento y reparaciones,36120
34613,Maize,Maíz,32310
34614,Maladjustment,inadaptacion,
34615,Malagasies,Malgaches,
34616,Malagasy language,Lengua malgache,34621
34617,Malaria,Paludismo,35271
34618,Malawi,MALAWI,33243
34619,Malawians,malawianos,
34620,Malay language,Lengua malaya,34621
34621,Malayo-polynesian languages,Lenguas malayopolinesias,31970
34622,Malaysia,Malasia,36328
34623,Malaysians,Malasios,
34624,Maldives,Maldivas,36327
34625,Maldivians,Maldivos,
34626,Males,Varones,36127
34627,Mali,Mali,33664
34628,Malians,Malienses,
34629,Malnutrition,Malnutrición,36246
34630,Malta,Malta,34760
34631,Maltese,Malteses,
34632,Management,Administración,
34633,Management attitudes,Actitudes de la dirección,31954
34634,Management by objectives,Dirección por objetivos,
34635,Management consultants,Consultores de empresas,32581
34636,Management development,Capacitación de empresarios,36924
34638,Management information systems,Sistemas de información administrativa,
34639,Management techniques,Técnicas administrativas,
34641,Managers,Gerentes,
34642,Manganese,Manganeso,35064
34645,Manmade disasters,Desastres causados por el hombre,34992
34646,Manmade fibres,Fibras sintéticas,34995
34647,Manmade forests,Bosques artificiales,36766
34650,Manpower,Mano de obra,33971
34651,Manpower needs,Demanda de mano de obra,
34652,Manpower planning,Planificación de la mano de obra,33066
34656,Manpower utilization,Utilización de la mano de obra,
34657,Manual workers,Trabajadores manuales,31980
34658,Manuals,Manuales,36557
34659,Manufactured products,Productos manufacturados,34126
34661,Manufacturing,Fabricación industrial,
34663,Maori language,Lengua MAORI,31970
34664,Mapping,Cartografiá,
34665,Maps,Mapas,31960
34666,Margarine,Margarina,35322
34667,Marginalism,marginalismo,33046
34668,Marginality,Marginalidad,
34671,Marine biology,Biología marina,34817
34672,Marine ecology,Ecología marina,31836
34673,Marine ecosystems,Ecosistemas marinos,33095
34674,Marine engineering,Ingeniería marina,34739
34675,Marine environment,Medio ambiente marino,31881
34676,Marine fishery,Pesca marina,32416
34677,Marine pollution,Contaminación marina,36971
34678,Marine resources,Recursos marinos,36136
34679,Marine sciences,Ciencias del mar,33000
34680,Marital status,Estado civil,
34681,Maritime law,Derecho marítimo,35703
34682,Maritime piracy,Piratería marítima,31776
34683,Maritime questions,Cuestiones marítimas,
34684,Maritime safety,Seguridad marítima,35109
34686,Market,Mercado,
34688,Market economy,Economía de mercado,33083
34689,Market planning,Planificación del mercado,33066
34692,Market stabilization,Estabilización del mercado,33078
34693,Market studies,Estudios de mercado,
34695,Marketing,Comercialización,
34696,Marketing boards,Juntas de comercialización,
34697,Marketing cooperatives,Cooperativas de ventas,34096
34698,Marketplaces,Mercados,32496
34699,Marriage,Matrimonio,
34700,Married men,Hombres casados,34701
34701,Married persons,Personas casadas,
34702,Married women,Mujeres casadas,34701
34703,Martinique,Martinica,32251
34704,Marxism,Marxismo,
34705,Mass communication,Comunicación de masas,
34706,Mass education,Educación de masas,33712
34707,Mass media,Medios de comunicación de masas,34234
34708,Mass production,Producción masiva,34872
34710,Master craftsmen,Maestros artesanos,
34712,Materials processing,Procesamiento de materiales,
34713,Materials science,Ciencia de los materiales,34674
34714,Maternal and child health,Salud maternoinfantil,35568
34715,Maternal mortality,Mortalidad materna,34282
34716,Maternal welfare,Bienestar de la madre,36256
34717,Maternity benefits,Subsidios de maternidad,33400
34718,Maternity leave,Licencia de maternidad,
34719,Mathematical analysis,Análisis matemático,35861
34720,Mathematical models,Modelos matemáticos,32832
34721,Mathematicians,Matemáticos,36055
34722,Mathematics,Matemáticas,36043
34723,Mauritania,Mauritania,31886
34724,Mauritanians,Mauritanos,
34725,Mauritians,Mauricianos,
34726,Mauritius,Mauricio,33243
34727,Mayotte,Mayotte,32505
34729,Means of production,Medios de producción,
34730,Means of transport,Medios de transporte,
34731,Measles,Sarampión,34153
34732,Measurement,Medición,
34733,Measurement systems,Sistemas de medición,
34735,Measuring instruments,Instrumentos de medición,35555
34736,Meat,Carne,31846
34737,Meat industry,Industria de la carne,
34738,Meat processing,Procesamiento de carnes,33575
34739,Mechanical engineering,Ingeniería mecánica,34674
34740,Mechanization,Mecanización,
34741,Media,Medios de comunicación,
34742,Medical care,Atención medica,
34744,Medical diagnosis,Diagnostico medico,36711
34747,Medical education,Enseñanza de la medicina,36924
34749,Medical examination,Examen medico,
34750,Medical personnel,Personal medico,33867
34751,Medical research,Investigación medica,35298
34752,Medical sciences,Ciencias medicas,34533
34754,Medical supplies,Suministros médicos,
34756,Medicinal drugs,Medicamentos,35363
34757,Medicinal plants,Plantas medicinales,31883
34758,Medicine,Medicina,
34759,Mediterranean,Mediterráneo,
34760,Mediterranean countries,Países mediterráneos,
34761,Medium enterprises,Empresas medianas,34103
34762,Medium term,Mediano plazo,32991
34763,Medium-scale industry,Industria mediana,32296
34764,Medlars,medlars,34177
34769,Member states,Estados miembros,
34770,Membership,Calidad de miembro,
34771,Memoranda,Memoranda,35578
34772,Men,Hombres,
34773,Men's role,Rol masculino,36129
34774,Mende language,Lengua MENDE,31682
34775,Meningitis,Meningitis,34153
34777,Mental diseases,Enfermedades mentales,36765
34778,Mental health,Salud mental,33874
34779,Mental hospitals,Hospitales psiquiátricos,
34782,Mental retardation,Retraso mental,
34783,Mental stress,Tensión psicológica,
34784,Mentally disabled,Impedidos mentales,32909
34786,Merchant marine,Marina mercante,36065
34788,Mercury,Mercurio,35064
34789,Mergers,Fusiones de empresas,
34790,Mestizos,Mestizos,33303
34791,Metabolic diseases,Enfermedades del metabolismo,36765
34792,Metabolism,Metabolismo,
34793,Metal casting,Fundición de metales,34600
34794,Metal industry,Industria metalúrgica,33879
34795,Metal products,Productos metálicos,34126
34796,Metal scraps,Chatarra,34144
34797,Metal sheets,Chapas de metal,34795
34798,Metalliferous minerals,Minerales metalíferos,35067
34799,Metallurgy,Metalurgia,
34800,Metals,Metales,34857
34801,Metalworkers,Obreros metalúrgicos,34145
34802,Metalworking industry,Industria metalmecanica,33879
34803,Meteorological services,Servicios meteorológicos,
34804,Meteorology,Meteorología,33000
34805,Methane,Metano,33990
34806,Methanol,metanol,31792
34807,Methodology,Metodología,
34808,Metric system,Sistema métrico,34733
34809,Metrology,metrologia,
34813,Mexicans,Mexicanos,
34814,Mexico,México,34472
34815,Mica,Mica,35067
34816,Microbes,Microbios,34824
34817,Microbiology,microbiologia,34671
34818,Microcomputers,microcomputadoras,32539
34819,Microeconomics,microeconomia,33089
34820,Microelectronics,Microelectrónica,33176
34821,Microfiche,Microfichas,34823
34822,Microfilms,microfilms,31960
34823,Microforms,microformas,34707
34824,Microorganisms,Microorganismos,
34825,Microprocessors,microprocesadoras,33173
34827,Middle class,Clase media,36220
34828,Middle east,Oriente medio,
34829,Middle management,Mandos medios,
34830,Middle-sized towns,Ciudades medianas,36204
34831,Midwives,Parteras,35269
34832,Migrant assimilation,Asimilación de migrantes,
34833,Migrant workers,Trabajadores migratorios,34037
34834,Migrants,Migrantes,
34835,Migration,Migración,
34836,Migration law,Derecho de migración,34837
34837,Migration policy,Política migratoria,35511
34838,Migration statistics,Estadísticas de migración,32835
34839,Militarism,Militarismo,
34840,Military activity,Actividad militar,
34841,Military aid,Ayuda militar,33598
34843,Military bases,Bases militares,
34844,Military expenditures,Gastos militares,35698
34845,Military personnel,Personal militar,35633
34846,Military service,Servicio militar,
34847,Milk,Leche,32757
34848,Milk powder,Leche en polvo,32757
34849,Milk processing,Procesamiento de la leche,33575
34851,Millet,Mijo,32310
34852,Milling industry,Industria molinera,
34853,Mills,Molinos,
34854,Mineral commodities,Productos minerales,31706
34856,Mineral oils,Aceites minerales,33645
34857,Mineral resources,Recursos minerales,36136
34858,Mineral waters,Aguas minerales,35059
34859,Mineralogy,Mineralogía,33994
34860,Minerals,Minerales,34857
34861,Miners,Mineros,34145
34862,Mines,Minas,
34863,Minifundia,Minifundios,36202
34864,Minimum age,Edad mínima,36036
34865,Minimum income,Ingreso mínimo,34585
34866,Minimum wage,Salario mínimo,36944
34867,Mining,Minería,35583
34868,Mining development,Desarrollo minero,36084
34869,Mining engineering,Ingeniería de minas,34674
34870,Mining planning,Planificación minera,36085
34871,Mining policy,Política minera,33067
34872,Mining production,Producción minera,34708
34874,Minority groups,Grupos minoritarios,36230
34875,Mission reports,Informes de misión,35644
34876,Mixed economy,Economía mixta,33083
34877,Mixed enterprises,Empresas mixtas,34103
34878,Mixed farming,Explotación agrícola combinada,33417
34879,Mobile schools,Escuelas móviles,35117
34880,Models,Modelos,
34881,Modern languages,Lenguas vivas,33739
34882,Modernization,Modernización,36577
34883,Modes of production,Modos de producción,
34884,Modes of transport,Modos de transporte,
34885,Modular construction,Construcción modular,32577
34886,Modular training,Capacitación por módulos,36725
34888,Molasses,Melazas,32203
34889,Mole language,Lengua mole,31682
34890,Molluscs,Moluscos,36144
34891,Molybdenum,Molibdeno,35064
34892,Mon-khmer languages,Lenguas MON KMERS,36326
34893,Monaco,Mónaco,34760
34894,Monazite,monacita,35370
34895,Monegasques,Monegascos,
34896,Monetarism,monetarismo,34902
34897,Monetary agreements,Acuerdos monetarios,33025
34898,Monetary areas,Zonas monetarias,34259
34899,Monetary circulation,Circulación monetaria,
34900,Monetary correction,Corrección monetaria,34902
34901,Monetary crisis,Crisis monetaria,
34902,Monetary policy,Política monetaria,33473
34903,Monetary reserves,Reservas monetarias,
34904,Monetary systems,Sistemas monetarios,
34905,Monetary theory,Teoría monetaria,33085
34906,Monetary transfers,Transferencias monetarias,
34908,Money,Dinero,
34909,Money market,Mercado monetario,34255
34911,Money supply,Disponibilidades monetarias,36979
34912,Mongolia,Mongolia,33005
34913,Mongolian languages,Lenguas mongolas,31805
34914,Mongolians,Mongoles,
34915,Monoculture,Monocultivo,32711
34916,Monographs,monografias,35578
34917,Monopolies,Monopolios,
34919,Monthly publications,Publicaciones mensuales,35321
34920,Montserrat,Montserrat,32251
34921,Moonlighting,Trabajo marginal,
34922,Morbidity,Morbilidad,
34923,Moroccans,Marroquíes,
34924,Morocco,Marruecos,31886
34925,Mortality,Mortalidad,
34926,Mortality decline,Baja de la mortalidad,
34928,Mortgages,Hipotecas,35694
34931,Mothers,Madres,35273
34932,Motivation,Motivación,
34935,Motor vehicle industry,Industria de vehículos automotores,34599
34936,Motor vehicles,Vehículos automotores,36897
34937,Motorcycles,Motocicletas,34936
34939,Motorways,Autopistas,35922
34940,Mountains,Montanas,34444
34941,Mouth diseases,Enfermedades de la boca,36765
34942,Moving expenses,Subsidios por traslado,
34943,Mozambicans,Mozambiqueños,
34944,Mozambique,Mozambique,36334
34946,Multilateral aid,Ayuda multilateral,32866
34947,Multilateral relations,Relaciones multilaterales,34266
34948,Multilingualism,multilinguismo,
34949,Multimodal transport,Transporte multimodal,34884
34951,Multiple cropping,Cultivo múltiple,
34952,Multipurpose projects,Proyectos multivalentes,32878
34953,Munda languages,Lenguas MUNDA,36326
34954,Mung beans,Frijoles MUNGOS,32025
34956,Musculoskeletal system,Sistema locomotor,
34957,Museums,Museos,
34958,Music,Música,35319
34959,Musical instruments,Instrumentos musicales,
34960,Muslims,Musulmanes,
34961,Mutations,Mutaciones,
34962,Mutton,Carne de ovino,34736
34963,Myanmar,Myanmar,36328
34964,Mythology,Mitología,
34965,Namibia,Namibia,33243
34966,Namibians,namibianos,
34967,Narcotics,Estupefacientes,32982
34968,Nation,Nación,
34969,National accounting,Contabilidad nacional,
34970,National accounts,Cuentas nacionales,33080
34971,National authorities,Autoridades nacionales,
34972,National budget,Presupuesto nacional,35699
34973,National debt,Deuda nacional,35695
34974,National enterprises,Empresas nacionales,34103
34975,National expenditure,Gastos nacionales,32214
34976,National income,Ingreso nacional,
34977,National level,Plano nacional,
34978,National liberation movements,Movimientos de liberación nacional,36241
34979,National models,Modelos nacionales,
34980,National parks,Parques nacionales,35672
34981,National planning,Planificación nacional,36749
34982,National plans,Planes nacionales,32875
34983,National policy,Política nacional,
34984,Nationalism,Nacionalismo,
34985,Nationalists,Nacionalistas,
34986,Nationality,Nacionalidad,34501
34987,Nationalization,Nacionalización,
34989,Nationalized industry,Industria nacionalizada,32296
34990,Nationals,Nacionales,
34991,Nato,OTAN,34231
34992,Natural disasters,Desastres naturales,34645
34995,Natural fibres,Fibras naturales,34646
34996,Natural gas,Gas natural,33645
34997,Natural law,Derecho natural,35703
34998,Natural products,Productos naturales,35029
34999,Natural resources,Recursos naturales,
35000,Natural sciences,Ciencias naturales,
35001,Naturalization,Naturalización,34832
35002,Nature conservation,Conservación de la naturaleza,
35004,Nature reserves,Reservas naturales,35673
35005,Nauru,Nauru,35151
35006,Nauruans,Nauruanos,
35007,Needs assessment,Estimación de las necesidades,31766
35009,Neighbourhood organizations,Asociaciones de barrio,36931
35010,Neighbourhoods,Barrios,
35011,Neocolonialism,neocolonialismo,32451
35012,Nepal,Nepal,36327
35013,Nepalese,Nepaleses,
35014,Nepali language,Lengua nepalesa,34075
35015,Nervous system,Sistema nervioso,
35017,Net national product,Producto nacional neto,33056
35018,Netherlanders,Neerlandeses,
35019,Netherlands,Países bajos,37014
35020,Netherlands antilles,Antillas neerlandesas,32251
35021,Network analysis,Análisis de redes,34639
35022,Neutralism,neutralismo,
35023,Neutrality,Neutralidad,
35024,New caledonia,Nueva caledonia,35151
35027,New international economic order,Nuevo orden económico internacional,
35028,New materials,Materiales nuevos,
35029,New products,Productos nuevos,34998
35030,New technology,Nueva tecnología,31876
35031,New towns,Ciudades nuevas,36204
35032,New zealand,Nueva zelandia,35151
35033,New zealanders,Neozelandeses,
35034,Newly industrializing countries,Países de industrialización reciente,
35035,News,Noticias,36570
35037,News items,Noticias de prensa,35578
35038,News services,Servicios de prensa,32480
35039,Newsletters,Boletines,36116
35042,Nicaragua,Nicaragua,32303
35043,Nicaraguans,Nicaragüenses,
35044,Nickel,Níquel,35064
35046,Niger,Níger,33664
35047,Nigeria,Nigeria,33243
35048,Nigerians,Nigerianos,
35049,Night schools,Escuelas nocturnas,35117
35050,Night work,Trabajo nocturno,37083
35051,Nitrates,Nitratos,35993
35052,Nitrogen,Nitrógeno,33706
35053,Nitrogen oxides,Óxidos de nitrógeno,31777
35054,Niue,Niue,35151
35055,Noise,Ruido,
35056,Noise control,Lucha contra el ruido,33259
35057,Nomadism,Nomadismo,34279
35058,Nomads,Nómadas,34037
35059,Non-alcoholic beverages,Bebidas no alcohólicas,31793
35060,Non-alignment,No alineación,33610
35063,Non-convertible currencies,Divisas no convertibles,35869
35064,Non-ferrous metals,Metales no ferrosos,33880
35065,Non-formal education,Educación no escolar,
35066,Non-governmental organizations,Organizaciones no gubernamentales,34262
35067,Non-metalliferous minerals,Minerales no metalíferos,34798
35068,Non-metals,No metales,34857
35069,Non-motorized transport,Transporte no motorizado,36897
35070,Non-profit organizations,Organizaciones sin fines de lucro,
35071,Non-renewable resources,Recursos no renovables,36136
35072,Non-tariff barriers,Barreras no arancelarias,36688
35073,Nordic council,Consejo nórdico,33318
35076,North,Norte,
35077,North africa,África del norte,33243
35078,North africans,Norteafricanos,
35079,North america,América del norte,31817
35080,North american indian languages,Lenguas indias norteamericanas,31818
35082,North sea,Mar del norte,35153
35084,North south relations,Relaciones norte sur,34246
35087,Northern hemisphere,Hemisferio norte,
35088,Norway,Noruega,36018
35089,Norwegian language,Lengua noruega,33739
35090,Norwegians,Noruegos,
35091,Novels,Novelas,34553
35092,Nuclear accidents,Accidentes nucleares,36714
35093,Nuclear disarmament,Desarme nuclear,32913
35094,Nuclear energy,Energía nuclear,33227
35095,Nuclear engineering,Ingeniería nuclear,34674
35097,Nuclear fuel cycle,Ciclo del combustible nuclear,33677
35098,Nuclear fuels,Combustibles nucleares,34547
35099,Nuclear industry,Industria nuclear,33879
35100,Nuclear installations,Instalaciones nucleares,
35101,Nuclear law,Derecho nuclear,35703
35102,Nuclear medicine,Medicina nuclear,36711
35103,Nuclear physics,Física nuclear,32073
35106,Nuclear power plants,Centrales nucleares,33992
35107,Nuclear proliferation,Proliferación nuclear,
35108,Nuclear reactors,Reactores nucleares,35100
35109,Nuclear safety,Seguridad nuclear,34684
35110,Nuclear ships,Buques nucleares,36037
35112,Nuclear war,Guerra nuclear,32385
35114,Nuclear weapons,Armas nucleares,31986
35115,Nuea language,Lengua NUEA,31682
35116,Nuptiality,nupcialidad,
35117,Nursery schools,Jardines infantiles,35049
35118,Nurses,Enfermeras,35269
35119,Nutrients,Substancias nutritivas,35322
35120,Nutrition,Nutrición,
35121,Nutrition policy,Política nutricional,33869
35122,Nutrition research,Investigación sobre nutrición,35298
35124,Nutritive value,Valor nutritivo,
35125,Oapec,OPAEP,31888
35126,Oas,Organización de los estados americanos,31815
35127,Oases,Oasis,34444
35128,Oats,Avena,32310
35129,Oau,Organización de la unidad africana,31683
35130,Observation,Observación,34807
35131,Obsolete equipment,Equipo en desuso,33522
35132,Obstacles to development,Obstáculos al desarrollo,
35133,Obstetrics,Obstetricia,36711
35134,Ocam,OCAM,31683
35135,Ocas,ODECA,31815
35136,Occupational accidents,Accidentes del trabajo,36714
35137,Occupational choice,Elección de una ocupación,
35138,Occupational diseases,Enfermedades ocupacionales,
35139,Occupational hygiene,Higiene del trabajo,33567
35140,Occupational medicine,Medicina del trabajo,
35141,Occupational mobility,Movilidad profesional,36240
35142,Occupational mortality,Mortalidad ocupacional,34282
35143,Occupational organizations,Organizaciones profesionales,
35144,Occupational qualifications,Calificaciones ocupacionales,
35145,Occupational safety,Seguridad laboral,
35147,Occupational structure,Estructura del empleo,
35149,Occupations,Ocupaciones,
35151,Oceania,Oceanía,
35152,Oceanography,Oceanografía,33000
35153,Oceans,Océanos,
35154,Oecd,OCDE,34231
35155,Oecd countries,Países de la OCDE,32862
35156,Oecd dac,OCDE CAD,35155
35157,Oecd development centre,OCDE centro de desarrollo,32869
35158,Oecd iea,OCDE AIE,35155
35159,Oecd nea,OCDE AEN,35155
35160,Oecs,OECS,31815
35161,Offenders,Transgresores,
35162,Office automation,Automatización de oficinas,33172
35163,Office machines,Maquinas de oficina,
35164,Office management,Administración de oficinas,36969
35165,Office workers,Empleados de oficina,35149
35166,Offices,Oficinas,37085
35167,Official documents,Documentos oficiales,36845
35168,Official languages,Idiomas oficiales,33739
35169,Offprints,Separatas,
35170,Offshore exploration,Exploración costa afuera,35884
35172,Offshore gas fields,Yacimientos submarinos de gas,33704
35173,Offshore installations,Instalaciones en mar abierto,35353
35174,Offshore oil fields,Yacimientos submarinos de petroleo,35177
35176,Oil crops,Cultivos oleaginosos,34098
35177,Oil fields,Yacimientos petrolíferos,35360
35178,Oil industry,Industria de aceites y grasas,35342
35180,Oil palms,Palmeras aceiteras,35176
35185,Oil sands,Arenas alquitranadas,35360
35187,Oil spills,Derrames de petroleo,34645
35188,Oils and fats,Aceites y grasas,
35189,Oilseed cakes,Tortas oleaginosas,31838
35190,Oilseeds,Semillas oleaginosas,35176
35191,Old age,Vejez,
35192,Old age benefits,Subsidios de vejez,35315
35194,Older workers,Trabajadores de edad avanzada,31689
35195,Oligopolies,oligopolios,
35196,Olive oil,Aceite de oliva,33100
35197,Olives,Aceitunas,32373
35198,Oman,Omán,31887
35199,Omanis,Omaníes,
35200,Ombudsman,Defensor del pueblo,
35202,On-farm research,Investigación en granjas,31739
35203,Onchocerciasis,oncocerciasis,36765
35204,Onions,Cebollas,36895
35205,Opec,OPEP,34231
35206,Opec countries,Países de la OPEP,
35208,Operations research,Investigación de operaciones,35861
35209,Opinion,Opinión,
35210,Opium,Opio,34098
35212,Optical instruments,Instrumentos ópticos,35555
35213,Optical technology,Tecnología óptica,31876
35214,Optics,Óptica,35103
35215,Optics industry,Fabricación de instrumentos ópticos,34210
35216,Oral contraceptives,Anticonceptivos orales,32324
35217,Oral rehydration,rehidratacion por vía oral,34742
35218,Oral tradition,Tradición oral,36710
35219,Oranges,Naranjas,32373
35221,Organic chemistry,Química orgánica,36964
35222,Organic compounds,Compuestos orgánicos,
35223,Organic farming,Agricultura orgánica,33417
35225,Organization of research,Organización de la investigación,
35226,Organized crime,Crimen organizado,32528
35227,Orphanages,orfelinatos,36256
35228,Out-of-school education,Educación extraescolar,33139
35229,Out-of-school youth,Jóvenes que no asisten a la escuela,35961
35230,Outer space,Espacio extraterrestre,36347
35232,Overexploitation,sobreexplotacion,35883
35233,Overhead costs,Gastos generales,35615
35234,Overpopulation,Superpoblación,36036
35235,Overproduction,sobreproduccion,34872
35236,Overtime,Horas extraordinarias,33537
35237,Owners,Propietarios,
35238,Ownership,Posesión,
35239,Oxygen,Oxigeno,33706
35240,Oyster culture,Ostricultura,36144
35241,Ozone,Ozono,
35242,Ozone depletion,Reducción de la capa de ozono,33258
35243,Pacific islands,Islas del pacifico,35151
35244,Pacific ocean,Océano pacifico,35153
35246,Packaging,Embalaje,
35247,Paediatrics,Pediatría,36711
35248,Paho,Organización panamericana de la salud,31815
35249,Paints and varnishes,Pinturas y barnices,
35250,Pakistan,Pakistán,36327
35251,Pakistanis,Pakistaníes,
35252,Palaeosiberian languages,Lenguas paleosiberianas,33311
35254,Palestine,Palestina,
35255,Palestinians,Palestinos,
35256,Palm oil,Aceite de palma,33100
35257,Palms,Palmeras,36758
35258,Pampas,Pampas,35406
35259,Panama,Panamá,32303
35260,Panama canal zone,Zona del canal de panamá,35259
35261,Panamanians,Panameños,
35262,Panjabi language,Lengua punjabi,34075
35263,Paper,Papel,37052
35264,Papua new guinea,Papúa nueva guinea,35151
35265,Papuan languages,Lenguas papúes,31970
35266,Paraguay,Paraguay,34472
35267,Paraguayans,Paraguayos,
